group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,16,-0.102592571,1.334515418,-2.874260457,3.08162988,-0.327245746,0.576588332,-1.772699426,1.085284975,81.35911772,66.10737391,5.457697905,458.6666235,0.006477733,0.875
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,17,0.639143946,0.887075186,-1.129845129,2.657372517,0.596937578,3.868293571,-10.55650709,17.48415308,104.4630738,50.30703975,4.08775187,215.0995019,0.008906883,0.163636364
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,18,0.678245507,0.710379189,-2.634699623,2.796554291,-0.074426246,0.577339722,-3.076927909,2.128411147,47.82738278,31.757075,1.720621867,260.0097184,0.018623482,1.146956522
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,19,-0.589940426,1.922178728,-3.136712271,3.141010661,0.497441738,22.3169477,-313.2705416,313.834769,69.51998196,52.15902872,3.644193179,346.0106602,0.009716599,1.315
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,20,-1.168295742,0.693804763,-2.449218907,0.200367545,4.051287066,2.141788414,0.326214442,9.463977176,96.96065365,54.18574216,12.6454764,262.4601242,0.003238866,0.285
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,0,-0.495226787,1.965238756,-3.141318818,3.141391302,0.200989388,15.99424391,-314.0485176,314.0064473,55.12577008,45.08055625,1.131552605,692.8883457,0.175319149,0.448737864
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,1,-1.075200656,1.957121327,-3.141399424,3.141206555,-0.01092749,9.656785486,-314.0931655,314.0584348,38.60971644,22.97712835,0.763429924,251.4968897,0.148085106,0.729655172
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,2,-0.276771887,1.946009246,-3.138736957,3.140524542,0.533760809,20.70801039,-7.951441784,313.1891789,83.60034833,56.81243172,0.406079046,362.0506536,0.115744681,0.303235294
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,3,-0.072090461,1.80613237,-3.140858335,3.13489016,-0.021028758,16.46527031,-313.9001105,6.118784721,86.8587627,67.60214093,2.789106889,594.245867,0.096170213,0.25699115
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,4,-0.128268718,2.04629997,-3.139311356,3.138801259,0.696892022,23.57711731,-312.4973207,313.185899,53.98343476,38.83174797,0,391.3241814,0.09787234,0.183478261
