group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,OFT_trial_4,98,26,2.138410678,0.436410198,1.392930429,2.639338637,-0.345470055,0.649714633,-1.38164603,1.212612956,127.4911263,84.04162203,15.52918586,360.6846451,0.002808989,2.9
control,OFT_trial_4,98,27,-1.215864022,1.675331597,-2.372482538,1.39735171,0.096091712,1.144539252,-1.584619476,2.816589013,101.8949382,107.5922776,3.661872672,370.4353619,0.005617978,0.37
control,OFT_trial_5,102,0,-0.380489615,1.870422591,-3.136742134,3.141282075,-0.056340388,14.26155562,-313.6289159,313.643436,67.85450233,46.85572443,0.776326379,426.1376286,0.158924205,1.188615385
control,OFT_trial_5,102,1,0.107217342,1.63562759,-3.140578241,3.139750629,0.114011607,4.968043483,-2.145937036,313.1946819,50.33912046,43.75286522,0,350.4840797,0.136919315,1.431428571
control,OFT_trial_5,102,2,-0.16383736,1.478029735,-3.140121717,3.139497869,0.115729071,13.1245119,-313.7440451,313.5904584,86.98371834,81.54880701,1.163029493,556.7157503,0.080684597,1.733333333
control,OFT_trial_5,102,3,0.958019955,1.602544834,-3.023087132,2.737979879,0.014934949,0.223683439,-1.005710759,1.704040288,34.12603674,17.9004631,1.030149941,152.2818749,0.036674817,1.624
control,OFT_trial_5,102,4,-0.167007669,1.791539769,-3.140320737,3.141273593,-0.027390278,25.06786547,-6.353156237,311.1488419,150.1195166,105.9513451,0.829109438,633.2448679,0.078239609,0.776875
control,OFT_trial_5,102,5,-0.698835801,1.401663746,-3.136684735,3.119280087,0.370710816,11.97728342,-311.3398619,5.43866064,188.808791,122.4855722,4.130522385,580.8919814,0.085574572,1.180571429
control,OFT_trial_5,102,6,0.52416463,1.635527787,-3.139728048,3.140666095,-0.248718887,23.70519522,-313.9512614,5.605123343,101.9770712,97.3129171,0.748545714,655.6448058,0.039119804,1.305
control,OFT_trial_5,102,7,-0.240600771,1.679277445,-3.138105698,3.136781775,-0.159318439,17.41679212,-3.451473714,313.0658157,100.46712,69.29066122,2.046100654,391.9398174,0.034229829,1.391428571
