group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,13,-0.628353115,1.698046936,-3.109902195,3.136699151,-0.660563791,1.546869361,-3.799703883,2.930664877,181.2523015,101.5307416,8.111729527,456.101611,0.02919708,0.911666667
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,15,-0.966985185,0.806118197,-1.799064764,1.040189547,-1.078740844,1.101524677,-3.853000321,0.942436654,228.7060371,92.28038328,24.22211983,431.9048582,0.00729927,1.213333333
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,16,-0.549447897,1.672310615,-3.11012351,3.132810991,-0.314831405,20.56788625,-312.3752303,4.194343331,121.1658566,95.22711651,5.236666025,411.6897508,0.00973236,1.165
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,17,1.087841733,2.048854262,-3.14081501,3.140876035,-0.224535133,36.53960928,-313.5801563,313.9054398,272.5343449,141.3410624,10.92127081,563.2426165,0.01703163,1.471428571
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,20,0.168494679,0.136776194,-0.055188128,0.502067531,1.457686588,1.401776557,-1.173029982,3.484610039,155.4837423,102.504597,20.92644924,402.4382086,0.00486618,0.27
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,21,-0.951292322,1.039696729,-2.181255259,2.246059339,-0.354387097,1.628578049,-6.737569163,2.469941226,86.58755507,62.21039343,2.625450987,335.5420933,0.02676399,0.367272727
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,27,0.306671528,0.654111968,-0.457190987,1.285876702,-2.07299886,1.734226054,-4.588484302,0.698708871,150.4367399,79.21179708,39.5798227,309.6078587,0.00486618,0.37
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,0,-0.325763571,1.681187928,-3.138257827,3.136034903,0.10918778,14.18636961,-313.8897852,313.8106056,73.22353342,59.39027154,1.287885695,483.7714194,0.181015453,1.194146341
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,1,0.119790065,1.67912878,-3.130600372,3.138200845,-0.019427355,9.570013213,-313.2896923,312.465753,53.68910295,56.79671029,0.496349246,505.9239817,0.094922737,0.998604651
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,2,-0.17844389,1.693709462,-3.13793362,3.141151034,0.036335997,12.92622676,-313.4677903,312.9100944,85.99229438,80.41969924,1.168787138,506.7834159,0.105960265,1.708333333
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,3,-0.473142612,1.964167141,-3.13473092,3.13638396,0.273784064,9.935876756,-1.663038044,313.2894102,35.21846332,19.64480453,0.305801376,135.8655791,0.088300221,0.994
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,4,-0.19799376,1.890073873,-3.136205242,3.14027656,0.02732819,20.84282478,-7.371749292,313.9336553,166.1412415,105.4730787,4.750008332,534.4464775,0.08388521,1.307894737
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,5,-0.491055791,1.088585016,-2.711753823,2.006354505,0.551297951,1.257906323,-2.820547986,4.202699609,140.8450397,103.2798249,3.402448926,577.6968661,0.033112583,1.052
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,6,-0.180537734,1.939162081,-3.135498249,3.137024347,-0.267063881,25.43047349,-313.4996594,312.7564808,100.5208537,73.22179206,0.597994163,511.4836139,0.06401766,1.459310345
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,7,0.422161527,1.642842701,-3.138309074,3.120148835,-0.336074448,18.32625733,-5.434337821,311.9843124,86.07165116,53.30944822,1.266481967,296.6206053,0.041942605,0.921052632
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,8,-0.264033202,1.650809854,-2.586553787,3.020701494,-0.615156827,1.276772606,-4.884223393,2.687982227,215.5493881,113.7267289,8.034574962,544.0555782,0.028697572,0.947692308
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,9,0.365490512,1.857633221,-3.138178919,3.121597067,0.079164039,17.08840904,-312.6518258,312.211418,144.4289711,102.2691164,1.858290207,477.3837283,0.028697572,2.061538462
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,10,0.291668266,1.724820697,-3.133250671,3.140106964,0.388886559,24.75825769,-313.3503043,313.546138,170.9737009,112.5146208,2.520102726,510.2140078,0.04415011,1.911
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,11,0.420467164,2.162205255,-3.137161152,3.141453591,-0.274968304,25.93747517,-313.5372982,313.5368213,113.3442231,84.31285192,1.916657125,448.2284254,0.035320088,2.00125
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,12,1.241699356,1.641287959,-3.075579834,3.126873295,0.317313542,10.10590501,-311.9766759,4.063425784,131.018647,102.9740029,3.636011438,530.0482971,0.024282561,1.763636364
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,13,-0.016285917,1.323054684,-3.048913062,1.541174042,-0.424252828,1.406040484,-4.662533486,2.557209915,185.8416552,131.7829551,1.93506976,571.8016842,0.041942605,1.768421053
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,14,-0.954057894,1.67050432,-3.134515688,3.139277265,-0.176711298,19.26550239,-312.5105133,3.651051165,108.2147207,80.28172985,3.940617844,440.5594832,0.017660044,1.32
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,16,0.852928727,1.987653467,-3.139648866,3.140056703,-0.212542188,28.53551267,-313.5615288,311.5090251,153.0703325,111.9283667,0,589.8181872,0.01986755,1.333333333
